,x,y
0,-1.9731538010157172,-19.044627214677547
1,-0.182214984264409,-1.9477619825015666
2,1.3135145689823655,-7.991518440140544
3,-1.9187736845677563,-19.952560694386655
4,-2.299571959681386,-28.57306898445088
5,0.6888321757457174,-9.423092815645688
6,-1.123173336820723,-9.655336448888793
7,0.015329896769231377,-3.3049718413091473
8,1.2391023801597005,-3.1056979972551026
9,-0.12679713685317548,-2.9975747006686095
10,0.6238391291069115,-7.652622028079011
11,0.320538415535749,-6.424020172523516
12,0.9457909735640903,-0.5592045629784983
13,0.5405554968127276,-5.766110287625331
14,-0.893025450447511,-8.23563263763742
15,-1.3845075885866531,-8.894345169944462
16,-0.12129479685172798,2.4163808298431864
17,-0.22188240034023438,-1.3514062971465566
18,0.44517228648674617,-4.235638921322756
19,0.5498906296763926,1.467348506504673
20,-1.3769565580113776,-7.70804270169959
21,0.3782441511445076,-6.90431943853323
22,1.721842145097726,-3.247424073011114
23,0.544880317477792,-3.513129310772206
24,0.6337954386677396,-0.13779433283158132
25,-1.2130212398752063,-8.161826028601897
26,-0.8643714348940595,-9.813490546944895
27,-2.517031209102732,-34.66141570475035
28,-0.8514835587601904,-5.41323075420985
29,-1.1869975985490198,-2.5467417931111136
30,-0.529344813516921,-3.021813001098975
31,-0.19090664273773011,-2.6541273893640365
32,-1.0401394186606385,-5.375840735025021
33,-0.41129361644322526,0.6600118439758615
34,0.6050926214683783,-5.160307649635019
35,-0.27314058307860284,-0.885893680572021
36,0.6033448930376453,-3.1388307550377457
37,-0.6145230694111486,-8.015977955854469
38,0.4354801124157724,-4.7072801194013865
39,-1.6783162123310715,-12.508249219459453
40,0.1286441972946757,-4.534002969051525
41,0.09411662589316527,-3.1505251993384715
42,0.16057344436038,-0.9483866565701073
43,-2.046975879062566,-23.225935309737885
44,0.040923533336678905,0.08264602034717211
45,1.2389505185136618,-6.798930023431668
46,-0.20703629001314716,-3.693583893408954
47,-0.3507028934634546,-6.266661712187815
48,-0.9300404719553043,-6.041319717522521
49,0.1958410202998583,-2.5426697265855593
50,-1.294618978338883,-12.277644891919515
51,1.623416989575418,-3.38262111941385
52,1.837961188860063,-0.14612454405255626
53,-1.8698974158882729,-16.698181408859252
54,-1.9193291505307786,-15.762961933866485
55,0.635956918386319,-1.9206650071261033
56,-1.119126454455674,-7.9182523107952445
57,-1.100056486799285,-6.787734318034311
58,-0.6203666491408389,-3.078982527121152
59,2.008099845987368,-0.4960048967281958
60,-0.09122014333009347,-1.797968320384095
61,-1.1670188272470348,-5.66084290182195
62,-1.0045129635860803,-2.9776823391680107
63,0.6704928702815767,-2.3336502986214107
64,-0.2572922716896733,-4.486662956012594
65,0.2368151153851641,-8.413898927721213
66,-0.009186819896618478,-0.8766051739090052
67,0.45406356690618804,-3.625944014787542
68,0.25054335013628093,-2.7094256569455086
69,0.5893398508498406,1.552075424176079
70,-0.6866692349412739,-7.810672733489855
71,0.6390596687766411,-5.004715800300464
72,0.267092850288171,-2.7204236962994135
73,0.11998531626840572,-3.2147492338815757
74,-0.029281277715753378,-3.2775397645987
75,1.2813340786400067,-3.7338804650027555
76,-0.9934103424296974,-7.0909319483171975
77,0.810913844384429,-0.4393283929085352
78,-0.024753727116301916,-0.7448974771962289
79,2.8081933765372193,2.315692788963097
80,-1.3699352423822018,-9.22975262358882
81,-0.44698902230088317,-2.247189610925388
82,-0.16625076551730072,-3.4246011365099434
83,-0.24493111504246878,-1.4344602615770188
84,-1.7407870680550037,-12.867782578290466
85,2.25516589689491,4.834760055647028
86,-1.9029858946890141,-20.73389886673273
87,-0.8581530125693685,-8.313969573533978
88,-0.8612809931587543,-4.961456640519565
89,0.4801365571660269,-9.535932969969444
90,1.187691594251111,-2.206507959367255
91,0.7308078581685409,-3.7831269727157606
92,-1.6360530047309207,-15.051099406271163
93,0.27479386360253905,-3.0735167981356604
94,-0.4397527644493076,-2.8900922643511135
95,1.4396282980710993,-3.2222180601780925
96,0.9254536334896073,-0.3876740091484905
97,-0.3985616567188697,-2.081578315073084
98,0.07781889596813968,-5.405094398421822
99,0.900747298002343,-5.858897523679563
